EVTNAME6006;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6006;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME25001;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25001;The rebels won..;The rebels won..;The rebels won..;;Los rebeldes ganaron..;;;;;;;;;x
EVTNAME25000;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25000;Do you want put on the throne Carlos?;Do you want put on the throne Carlos?;Do you want put on the throne Carlos?;;Quieres poner Carlos al trono?;;;;;;;;;x
EVTNAME25005;The Carlist Spain;The Carlist Spain;The Carlist Spain;;La España Carlista;;;;;;;;;x
EVTDESC25005;Well, we are carlist..;Well, we are carlist..;Well, we are carlist..;;Bueno, somos carlistas..;;;;;;;;;x
EVTNAME18505;The Spanish Won..;The Spanish Won..;The Spanish Won..;;Los Españoles ganaron..;;;;;;;;;x
EVTDESC18505;We're death after the sicilian war..;We're death after the sicilian war..;We're death after the sicilian war..;;Estamos muertos despues de la guerra de sicilia..;;;;;;;;;x
EVTNAME18506;WE ARE FREE!!;WE ARE FREE!!;WE ARE FREE!!;;SOMOS LIBRES!!;;;;;;;;;x
EVTDESC18506;The Spanish aren't our leaders anymore!;The Spanish aren't our leaders anymore!;The Spanish aren't our leaders anymore!;;Los Españoles no son ya nuestros lidres!;;;;;;;;;x
EVTNAME18504;We lost the war..;We lost the war..;We lost the war..;;Perdimos la guerra.;;;;;;;;;x
EVTDESC18504;The oriental crisis made us loose a lot of territory!;The oriental crisis made us loose a lot of territory!;The oriental crisis made us loose a lot of territory!;;La crisis oriental nos hizo perder un monton de territorio!;;;;;;;;;x
EVTNAME25128;The Burmese Conquest;The Burmese Conquest;The Burmese Conquest;;La Conquista de Birmania;;;;;;;;;x
EVTDESC25128;Burma is a part of the United Kingdom.;Burma is a part of the United Kingdom.;Burma is a part of the United Kingdom.;;Birmania es una parte del Reino Unido.;;;;;;;;;x
EVTNAME4850;The Usca Desintegration;The Usca Desintegration;The Usca Desintegration;;La Desintegracion de la USCA;;;;;;;;;x
EVTDESC4850;We.. can't.. survive..;We.. can't.. survive..;We.. can't.. survive..;;Nosotros.. no podemos.. sobrevivir..;;;;;;;;;x
EVTOPTA18502;Yes why not!;Yes why not!;Yes why not!;;Por que no!;;;;;;;;;x
EVTOPTB18502;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA18503;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA25225;Yes!!;Yes!!;Yes!!;;Si!;;;;;;;;;x
EVTOPTA809198;Yes, lets be the puppet of $FROMCOUNTRY$!!;Yes, lets be the puppet of $FROMCOUNTRY$!!;Yes, lets be the puppet of $FROMCOUNTRY$!!;;Si, seamos el vasallo de $FROMCOUNTRY$!;;;;;;;;;x
EVTOPTB809198;NO!!;NO!!;NO!!;;NO!;;;;;;;;;x
EVTOPTA60200;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA60201;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA60202;Our Great Nation;Our Great Nation;Our Great Nation;;Nuestra Gran Nacion;;;;;;;;;x
EVTOPTA25012;Yes;Yes;Yes;;Sí;;;;;;;;;x
EVTOPTB25012;No;No;No;;No;;;;;;;;;x
EVTOPTA25006;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25007;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25008;Ok, we don't care :);Ok, we don't care :);Ok, we don't care :);;Ok, no nos importa :);;;;;;;;;x
EVTOPTB25008;Ok, let's kill them :);Ok, let's kill them :);Ok, let's kill them :);;Vale, vamos a matarlos :);;;;;;;;;x
EVTOPTA25009;We lost :(;We lost :(;We lost :(;;Perdimos :(;;;;;;;;;x
EVTOPTA26009;We won :);We won :);We won :);;Ganamos :);;;;;;;;;x
EVTOPTA25010;Ok;Ok;Ok;;Ok;;;;;;;;;x
EVTOPTA25011;Ok;Ok;Ok;;Ok;;;;;;;;;x
EVTOPTA48101;Yes why not!;Yes why not!;Yes why not!;;Si, por que no!;;;;;;;;;x
EVTOPTB48101;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTA48102;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA48103;No!! :(;No!! :(;No!! :(;;No :(;;;;;;;;;x
EVTOPTA48104;We give it;We give it;We give it;;Nosotros lo damos;;;;;;;;;x
EVTOPTB48104;We keep it;We keep it;We keep it;;Nos lo quedamos;;;;;;;;;x
EVTOPTA48105;Yeees :);Yeees :);Yeees :);;Siiiii :);;;;;;;;;x
EVTOPTA48106;Bad decision..;Bad decision..;Bad decision..;;Mala decision..;;;;;;;;;x
EVTOPTA9985;Ok!;Ok!;Ok!;;Vale!;;;;;;;;;x
EVTOPTA48201;We haven't chance..;We haven't chance..;We haven't chance..;;No tienen oportunidad..;;;;;;;;;x
EVTOPTB48201;No!!;No!!;No!!;;No!;;;;;;;;;x
EVTOPTA48202;Annex it.;Annex it.;Annex it.;;Anexalo.;;;;;;;;;x
EVTOPTB48202;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;;Anexa solo las provincias alemanas, libera el resto.;;;;;;;;;x
EVTOPTA48203;Declare him!;Declare him!;Declare him!;;Declaremosle!;;;;;;;;;x
EVTOPTB48203;Ok, we don't care.;Ok, we don't care.;Ok, we don't care.;;Vale, no nos importa.;;;;;;;;;x
EVTOPTA48204;Annex it.;Annex it.;Annex it.;;Anexalo.;;;;;;;;;x
EVTOPTB48204;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;Annex only the german provinces, release the rest.;;Anexa solo las provincias alemanas, libera el resto.;;;;;;;;;x
EVTOPTA58301;Yes;Yes;Yes;;Si;;;;;;;;;x
EVTOPTB58301;No;No;No;;No;;;;;;;;;x
EVTOPTA58302;Yes!;Yes!;Yes!;;Si!;;;;;;;;;x
EVTOPTA58303;Noo! :(;Noo! :(;Noo! :(;;Noo! :(;;;;;;;;;x
EVTOPTA25193;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTB25193;1k;1k;1k;;1k;;;;;;;;;x
EVTOPTC25193;10k;10k;10k;;10k;;;;;;;;;x
EVTOPTD25193;100k;100k;100k;;100k;;;;;;;;;x
EVTOPTE25193;1M;1M;1M;;1M;;;;;;;;;x
EVTOPTF25193;2M;2M;2M;;2M;;;;;;;;;x
EVTOPTA25221;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA25020;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA58019;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA58020;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA25120;Let's claim them!;Let's claim them!;Let's claim them!;;Reclamamemoslo!;;;;;;;;;x
EVTOPTA25121;They need to die..;They need to die..;They need to die..;;Ellos necesitas morir..;;;;;;;;;x
EVTOPTA25122;The glorious Imperial Japan;The glorious Imperial Japan;The glorious Imperial Japan;;El glorioso Imperio Japones;;;;;;;;;x
EVTOPTA25123;Kill them!;Kill them!;Kill them!;;Matales!;;;;;;;;;x
EVTOPTB25123;Okay, we don't care;Okay, we don't care;Okay, we don't care;;Vale, no nos importa;;;;;;;;;x
EVTOPTA25124;Annex them!;Annex them!;Annex them!;;Anexalos!;;;;;;;;;x
EVTOPTB25124;Vasallize them!;Vasallize them!;Vasallize them!;;Que sean nuestros vasallos!;;;;;;;;;x
EVTOPTA8173;Okay!;Okay!;Okay!;;Vale;;;;;;;;;x
EVTOPTB8173;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTA8175;No!;No!;No!;;No!;;;;;;;;;x
EVTOPTB8175;Yes;Yes;Yes;;Si;;;;;;;;;x
EVTOPTA8176;Okay, declare him;Okay, declare him;Okay, declare him;;Vale, declaremosle;;;;;;;;;x
EVTOPTB8176;Let's do nothing :);Let's do nothing :);Let's do nothing :);;No haremos nada :);;;;;;;;;x
EVTOPTA8177;Yeees!;Yeees!;Yeees!;;Siii!;;;;;;;;;x
EVTOPTA25691;No!!;No!!;No!!;;No!!;;;;;;;;;x
EVTOPTA25021;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA48291;Ok;Ok;Ok;;Vale;;;;;;;;;x
EVTOPTB48291;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTA25002;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA9986;Right..;Right..;Right..;;Cierto..;;;;;;;;;x
EVTOPTA6002;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6003;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6004;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6005;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA6006;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA25001;Nooooo :(;Nooooo :(;Nooooo :(;;Nooooo :(;;;;;;;;;x
EVTOPTA25000;Never!;Never!;Never!;;Never!;;;;;;;;;x
EVTOPTB25000;Put him to the throne!;Put him to the throne!;Put him to the throne!;;Ponlo al trono!;;;;;;;;;x
EVTOPTA25005;Ok :(;Ok :(;Ok :(;;Vale :(;;;;;;;;;x
EVTOPTA18505;Ok :(;Ok :(;Ok :(;;Vale :(;;;;;;;;;x
EVTOPTA18506;YESS :D;YESS :D;YESS :D;;SIII :D;;;;;;;;;x
EVTOPTA18504;No!! :(;No!! :(;No!! :(;;No!!;;;;;;;;;x
EVTOPTA25128;Right;Right;Right;;Cierto;;;;;;;;;x
EVTOPTB25128;Incorrect;Incorrect;Incorrect;;Incorrecto;;;;;;;;;x
EVTOPTA4850;Noo!! :(;Noo!! :(;Noo!! :(;;Noo!! :(;;Noo!! :(;;;;;;;x
EVTNAME25013;The Mongol Ultimatum;L'ultimatum mongol;Das Mongolische Ultimatum;;El Ultimátum Mongol;;;;;;;;;x
EVTDESC25013;Los mongoles quieren más tierras, aceptamos?;Les Mongols veulent plus de terres, acceptons-nous ?;Wollen die Mongolen mehr Länder, nehmen wir an?;;Los mongoles quieren más tierras, aceptamos?;;;;;;;;;x
EVTOPTA25013;Ni se te ocurra;Ne pense même pas à ça;Nicht im Traum;;Ni se te ocurra!;;;;;;;;;x
EVTOPTB25013;Sí, no hay de otra;Oui, il n'y a pas d'autre choix;Ja, es gibt keine andere Wahl;;Sí, no hay de otra;;;;;;;;;;x
EVTNAME25014;The Mongol Ultimatum;L'ultimatum mongol;Das Mongolische Ultimatum;;El Ultimátum Mongol;;;;;;;;;x
EVTDESC25014;THE MONGOLS RAISED PEKIN!;LES MONGOLES ONT RASÉ PÉKIN !;DIE MONGOLEN HABEN PEKING ZERSTÖRT!;;LOS MONGOLES ARRASARON PEKÍN!;;;;;;;;;x
EVTOPTA25014;Vamos!;Allons-y!;Lasst uns gehen!;;Vamos!;;;;;;;;;x
EVTNAME25015;Mucho más Khan;Beaucoup plus Khan;Viel mehr Khan;;Mucho más Khan;;;;;;;;;x
EVTDESC25015;Ahora, sigamos nuestras costumbres de nuestro mejor líder de todos los tiempos.;Maintenant, suivons nos coutumes de notre meilleur leader de tous les temps.;Jetzt folgen wir unseren Bräuchen unseres besten Führers aller Zeiten.;;Ahora, sigamos nuestras costumbres de nuestro mejor líder de todos los tiempos.;;;;;;;;;x
EVTOPTA25015;Claro!;Bien sûr!;Klar!;;Claro!;;;;;;;;;x
EVTNAME4852;Nigerlandia;Nigerlandie;Nigerland;;Nigerlandia;;;;;;;;x
EVTDESC4852;Nigerland Molotov :);Nigerland Molotov :);Nigerland Molotov :);;Nigerland Molotov :);;;;;;;;;x
EVTOPTA4852;Oh yes, Nigerlandia;Oh oui, Nigerlandie;Oh ja, Nigerland;;Oh sí, Nigerlandia!;;;;;;;;x
EVTNAME4853;The Italian Academia;L'Académie Italienne;Die Italienische Akademie;;La Academia Italiana;;;;;;;;x
EVTDESC4853;We are the best in everything, right?;Nous sommes les meilleurs en tout, n'est-ce pas ?;Wir sind in allem die Besten, oder?;;Somos los mejores en todo, ¿verdad?;;;;;;;;x
EVTOPTA4853;Yes!!;Oui !!;Ja!!;;Sí!!;;;;;;;;x
EVTNAME61000;Trade from the Kiel Canal;Commerce du canal de Kiel;Handel am Nord-Ostsee-Kanal;;Comercio del Canal de Kiel;;;;;;;;;;x
EVTDESC61000;After a year, this canal has been used, so we earned 500k!;Après un an, ce canal a été utilisé, nous avons donc gagné 500k !;Nach einem Jahr wurde dieser Kanal genutzt, also haben wir 500.000 verdient!;;Después de un año, este canal ha sido utilizado, así que hemos ganado 500k!;;;;;;;;;;x
EVTOPTA61000;Yes!;Oui !;Ja!;;Sí!;;;;;;;;;;x
EVTNAME61001;Trade from the Suez Canal;Commerce du canal de Suez;Handel am Suezkanal;;Comercio del Canal de Suez;;;;;;;;;;x
EVTDESC61001;After a year, this canal has been used, so we earned 2M!;Après un an, ce canal a été utilisé, nous avons donc gagné 2M !;Nach einem Jahr wurde dieser Kanal genutzt, also haben wir 2M verdient!;;Después de un año, este canal ha sido utilizado, así que hemos ganado 2M!;;;;;;;;;;x
EVTOPTA61001;Yes!;Oui !;Ja!;;Sí!;;;;;;;;;;x
EVTNAME9918;The Aksum Expansion;L'expansion d'Aksum;Die Aksum-Erweiterung;;La expansión de Aksum;;;;;;;;x
EVTDESC9918;After forming aksum, we need to start to expand.;Après la formation d'Aksum, nous devons commencer à nous étendre.;Nachder Bildung von Aksum müssen wir anfangen zu expandieren.;;Después de formar Aksum, necesitamos comenzar a expandirnos.;;;;;;;;x
EVTOPTA9918;You are right;Tu as raison;Du hast recht;;Tienes razón;;;;;;;;x
EVTNAME61002;Trade from the Panama Canal;Commerce du canal de Panama;Handel am Panamakanal;;Comercio del Canal de Panamá;;;;;;;;;;x
EVTDESC61002;After a year, this canal has been used, so we earned 2M!;Après un an, ce canal a été utilisé, nous avons donc gagné 2M !;Nach einem Jahr wurde dieser Kanal genutzt, also haben wir 2M verdient!;;Después de un año, este canal ha sido utilizado, así que hemos ganado 2M!;;;;;;;;;;x
EVTOPTA61002;Yes!;Oui !;Ja!;;Sí!;;;;;;;;;;x
EVTNAME1141;Assimilate those arabs;Assimiler ces arabes;Diese Araber assimilieren;;Asimilar a esos árabes;;;;;;;;x
EVTDESC1141;After time asimilating the arabs in the state $PROVINCENAME$, we asmilitaded them very good.;Après avoir assimilé les Arabes dans l'état $PROVINCENAME$, nous les avons bien assimilés.;Nachdem wir die Araber im Staat $PROVINCENAME$ assimiliert haben, haben wir sie sehr gut assimiliert.;;Después de tiempo asimilando a los árabes en el estado $PROVINCENAME$, los asimilamos muy bien.;;;;;;;;x"
EVTOPTA1141;Nice.;Bueno.;Bien.;Gut.;;Bien.;;;;;;;;x
EVTOPTB1141;Forget about it for now;Forget about it for now;Forget about it for now;Forget about it for now;;Olvidenlo por ahora;;;;;;;;x
EVTNAME25129;Imperium Angevinum;Empire Angevin;Angevinisches Reich;;Imperio Angevino;;;;;;;;;;x
EVTDESC25129;After controlling the capital of Paris, we have remembered this achievement as the extinct Norman empire, so we thought we could try to revive it.;Après avoir pris le contrôle de la capitale de Paris, nous avons rappelé cette réalisation en tant qu'empire normand éteint, alors nous avons pensé que nous pourrions essayer de le faire revivre.;Nach der Kontrolle der Hauptstadt von Paris haben wir uns an diese Leistung als das ausgestorbene normannische Reich erinnert und gedacht, dass wir versuchen könnten, es wiederzubeleben.;;Después de controlar la capital de París, hemos recordado este logro como el extinto imperio normando, por lo que pensamos que podríamos intentar revivirlo.;;;;;;;;;;x
EVTOPTA25129;We need to return to those times, don't we?;Nous devons retourner à ces temps, n'est-ce pas?;Wir müssen zu diesen Zeiten zurückkehren, oder?;;Necesitamos volver a esos tiempos, no?;;;;;;;;;;x
EVTOPTB25129;Not a chance, that was a failed state.;Pas question, c'était un état échoué.;Keine Chance, das war ein gescheiterter Staat.;;No es casualidad, eso fue un estado fallido.;;;;;;;;;;x
EVTNAME25112;War in China;;Krieg in China;;Guerra en China;;;;;;;;x
EVTDESC25112;After being at war against this country, we decided that all countries in the world should know about this war.;Después de estar en guerra contra este país, decidimos que todos los países del mundo deben saber sobre esta guerra.;Après avoir été en guerre contre ce pays, nous avons décidé que tous les pays du monde devraient connaître cette guerre.;Nachdem wir im Krieg gegen dieses Land waren, haben wir beschlossen, dass alle Länder der Welt über diesen Krieg informiert werden sollten.;;Después de estar en guerra contra este país, decidimos que todos los países del mundo deben saber sobre esta guerra.;;;;;;;;x
EVTOPTA25112;Confirm;Confirmar;Confirmer;Bestätigen;;Confirmo;;;;;;;;x
EVTNAME25113;War in China;;Krieg in China;;Guerra en China;;;;;;;;x
EVTDESC25113;After being at war against this country, we decided that all countries in the world should know about this war.;Después de estar en guerra contra este país, decidimos que todos los países del mundo deben saber sobre esta guerra.;Après avoir été en guerre contre ce pays, nous avons décidé que tous les pays du monde devraient connaître cette guerre.;Nachdem wir im Krieg gegen dieses Land waren, haben wir beschlossen, dass alle Länder der Welt über diesen Krieg informiert werden sollten.;;Después de estar en guerra contra este país, decidimos que todos los países del mundo deben saber sobre esta guerra.;;;;;;;;x
EVTOPTA25113;Confirm;Confirmar;Confirmer;Bestätigen;;Confirmo;;;;;;;;x
EVTNAME25114;End of the war in China;Fin de la guerre en Chine;Ende des Krieges in China;;Fin de la guerra en China;;;;;;x
EVTDESC25114;At the end of the war, we must inform our country that the war has ended;À la fin de la guerre, nous devons informer notre pays que la guerre est terminée;Am Ende des Krieges müssen wir unserem Land mitteilen, dass der Krieg beendet ist;;Al finalizar la guerra, hay que informar a nuestro país que la guerra ha terminado;;;;;;x
EVTOPTA25114;I hope it was worth it..;J'espère que cela en valait la peine..;Ich hoffe es hat sich gelohnt..;;Espero que haya merecido la pena..;;;;;;;;x
